,text,trinary result
951,"Hi Maggie - ----- ----- Glad you are feeling so happy! Love the new photo you posted...and the new layout!! Keep it up, Girl! ----- ----- Becky",1
952,wuts up marco ----- nutting much here just chillin in lA wit my cuzins late,0
953,Hey Silly! ----- I am waiting for other apps to get in and The President will get back in touch with you! ----- Smooches! ----- Ready for Revival?,1
954,if u have a better name tell me but it means JIGGA KREW UNDERGROUND FIGHTING LEAGUE,-1
955,wud up limbernuts! just checking on ur goofyass.gimme a shout,1
956,"jacenia, wutss up??? nttn here well ya ummmm ya lets hang out sometime just call me if ur with paige or kaitlyn or something well ya im gonna go peace",-1
957,"hey when do you want to go see nightmare before Christmas 3D, or do you want to see 30 days of night?",-1
958,"hey bro. this is the first day i dindnt come to see you. i thought about you all day and i get phone calls fron james every time there are visiting hours. i really miss you and i cant wait to see you back up and around. you have no idea how hard it is for me to see you in that bed. i love you, you are family to me and i just cant stand you not being around. well i will wright soon again. love ya your bro forever.BELL bitches!!!",-1
959,hey baby,1
960,"Thanks for the Birthday wish last week. It's been such a hectic time, what with the Civil War taking place, and my alter ego being public knowledge, that I just plain forgot to celebrate. ----- ----- Cheers buddy!",-1
961,Hey Lauren! ----- ----- I'm good ta...how are you doing? Yeah I graduated yesterday...it was a very long day but a good one. Our ceremony wasn't until 4.30pm and the previous ceremony over run..and the ceremony managed to go on for 2.5hours!!Mad. But never mind i'm a graduate now!lol ----- ----- How's your course going? ----- ----- Amy xx,1
962,Wat is ^ my lil nig wats crackin homie????,1
963,----- ----- ----- ----- This ----- is ----- SO ----- funny! ----- ----- ----- -----,1
964,woah i havent heard onyx in like 10 years. so im throwing emily watson a party next month. if your interrested space me.,1
965,"im ok thanks mate, how are you? x x",1
966,Hope your having a good day!,1
967,Actually on July 4th I play on going to Disney World,0
968,"yeah something fishy is going on here on myspace... apparently somebody has access to several peoples accounts and is posting these ""spam"" comments and such under their names... TOM NEEDS TO DO HIS JOB AND GET RID OF THESE MADMEN!",-1
969,I really miss u guys!!,-1
970,HAPPY BIRTHDAY!!,1
971,hey look ----- ITS TANYA AND SHELBY! ----- **points** ----- lol,1
972,hahahahahaha sorri had to laugh at u u got shut down mah nig lol jus playin,1
973,"Hi I love your pix, I love you too...I'll talk to you soon!",1
974,I love your kitties!!,1
975,oh no i thought it was on the 5th i am so sorry happy b-day luv ya,1
976,yo nigga happy bday,1
977,"what up duuuuude! call me, we need to catch up brotha!",1
978,Thnks 4 the invite hope to hear from you soon.,1
979,hey girl!!! Yall coming out tomorrow night??? We missed you guys last week!!!,-1
980,hey sweetie sorry i havent been around a lot lately this whole thing with closing on the house is killing me. dont worry it will be over soon ill talk to ya later loves ya,1
981,hey tia i wanted to say thank you for the wonderful job you got me !!! your def. the boom.com ----- ----- ily,1
982,oooohhhhhhh LLLLOOOOOOOGGGGGAAAAAANNNN damn i miss ur drunk ass,-1
983,"Hey boo, just cumin through and showin my baby sum luv and respect and u need 2 call me 2, i miss u, luv ya, xoxoxo, bye",1
984,Thank you for the add and for your support. Have a good rest of the week. Happy spring time to you.,1
985,"hey! why don't u just get married already!! u nver want to hang out with me anymore or even answer your phone! :( u love your bf more than me!! lol j.k it's ok, i do that too, but u need to let me know about monterrey so we can stay in the same hotel or watever, and i already got my days off of work! yay! well let me know, call me! ----- *jess",1
986,"Thanks for taking the time to look at my profile, and for the friend request!!!!! ----- ----- Hope you had a lovely Xmas and have a really great New Years! ----- ----- Drop by anytime, ----- ----- Fran x",1
987,i luv u baba! cant wait for home sweet home!,1
988,HEY BRAUNDA ;-),1
989,when are you gonna cook me some dinner!,1
990,who needs correct grammer???,0
991,You need a picture!!!! lol love ya,1
992,Hey! I MISS YOU!!!!!!!!!,1
993,man how come no one comments on stickyland oh well comment me back man,0
994,Oh my... that has to be one of the funniest and scarriest things I have seen in a while... Thanks for making me laugh and throwup at the same time... :-),-1
995,being bored u,-1
996,Happy Saturday!,1
997,i'm back!!!!,1
998,whas up ladie? how u been? i havent talked to u in a while,0
999,"good good, and yourself?? where are you guys now?? anything new? oh did you get a gift for your bro? ill talk to ya soon k have a good day",-1
1000,thnx fo da add...,1
1001,"ANNNNNNNEEEEEE!! ----- ----- GOT A MYYSPACEEEE! ----- ----- HELLO QUUADDD! hahah i love the quad. FOOSHO.[ghettopatsy] anyyywayyss, im very excited you have a myspace now because i can talk to you 24/8 now! HAHAH jk, but seriously, because i don't have a cellular :[ buttttttt i lovee you annne. you are my hero supremelyyyyyyyyyyy. ----- -----",1
1002,gohh you are hott jacob,0
1003,yea ----- i kind of make everything funner,1
1004,so wutsup :D,1
1005,hey cuz. so how's GA? ----- Cali is hot as a mutha....,1
1006,MATT! I am in town... we should hang. soon.,1
1007,whats up wit da beach trip yo?,1
1008,Ur Madden Game is Trash Can Juice Clown!!! remember ur record against me is 1-1,-1
1009,damn that sounds boring but good in a way... me ive been up to nothing just posted you know .... where do you work at..,-1
1010,"Yeah long time no talk, how was your vacation or what it was you did.Just up and left lydia told me huh, I fell ya, Im bout to do that shit myself in a minute.Take care",-1
1011,I luv all your pics. You look like u have a bunch of fun and crazy times w/ your friends! Where did u see Ricky Martin at- and y wasn't I invited! :-) Have a good weekend!,1
1012,no i just hate fuckin turkey,-1
1013,yeah. whatd u do on such a monday. lol,1
1014,Ah good sport mate! sorry thought itd be funny. Will looks particuly like a ska kid in the pic with his hat?,1
1015,"I'm usally in Venice Park but i reside in EHT, you?",0
1016,Hi Alyssa!!,1
1017,haha... its an inside joke,1
1018,"Yo Dew, my man...I realize I said I was game for LBGP, but unaware, at the time, that Trey's 40th was on the same day...at least I think so...must check...I'll get back to you tomorrow...6-ish...that's post meridiem...you're hearing from me either way...in a minute, bruh...",0
1019,whats up cutie ----- thanks for the add comment back ----- ----- <3 michelle,1
1020,"mate id do her too. ill try n get her number for u. jokes!! gotta talk to tom talk bout gettin out to c u. i cudnt remember wen u sed ur sister was goin out there so i tried 2 find out from her so we didnt overlap but got no response, plus im just settlin into my new job so dnt wanna take holiday straight away. defo gotta come out there tho!! gotta see that water sprinkler in action, lol......wow",1
1021,jus droppin through to show some love.,1
1022,So when can i be a stromtrooper? or do i have to be a damn cloner to do that!?,-1
1023,Andy's EX gurl,0
1024,sorry to hear that mate! just wondering if you fancied goin pinks tonight?,1
1025,yeah for the most part but im not getin in trouble any more,-1
1026,helo stace thought i would say hello as a old school buddy x jess,1
1027,Hey chic how ya been!!! what ya been up to????,1
1028,hey girly u need to get some color and stuff on here lol..luv ya. ----- ~Rach~,1
1029,Congratulations! I know that ya'll are excited! when are you due?,1
1030,Hey jazzy.What is good ?,1
1031,"Diggidy diggidy JOHN, what up B. don't even act like you wanna hug from me. don't acks me. jkjkjkjkj k ----- not much going on here yet, we are going to visit the little kids at the orphanage tommorow morning. how are things in the good ole USA? I miss that mug",1
1032,thanks for being my friend,1
1033,"i was thinking, we could actually just make a marathon of our own. maybe like a jog from your house to the wies at school. don't know if it would be funner than a real one but i'm to impatient to wait that long.",-1
1034,hey vball kicked my ass today how about you??haha..we better not get cut or else i will be really mad..haha c-ya tomorrow bright and early outside at 6:45..for conditioning..haha ----- <3Yssa,-1
1035,thanx 4 da add,1
1036,same here,0
1037,doritos were my affair..im completely faithful to pringles now tho :) ----- jp sed du wnt some cherries?? ----- xxxxxxx,1
1038,"i'm really good, getting married in two months. yeah it has been a long time haha i was just cycling through my myspace and saw yours. still working at joe's?",1
1039,hey Wayno! thank you. nice to see you.,1
1040,well anyhow up to 100 votes wins!! so go and vote!!!! and also this is an auto messaging thing i got... Please don't ask me for the program.. ----- ----- comment my pictures and vote for Best Action shot!! ----- 7 times!! Also comment my myspace.... And tell me how you like my site and what you would like to be changed... Also i would like it if no one posted junk on my myspace... Thanks.. Like random stuff....,-1
1041,"Where were the suicide pilots from? Where is Bin Laden from? Where is the Wahhabist philosophy that inspires these people from?  Where are almost all terrorists from?  The Middle East, right?  And where are the Coalition troops?  The Middle East, right?  It's time you started thinking of the entire area rather then specific countries. The whole place is riddled with nutcases, and with just a little more time and prodding you might have eventually arrived at that conclusion on your own.",-1
1042,"Smoker - Mainland Britain consists of England,Scotland and Wales so it is possible.Why didn't Bush and Blair sort out how to achieve democracy BEFORE invading Iraq?It could have saved up to 650,000 lives.",1
1043,"Hmmm.....the guy who took it with his government is now the number one terrorist. Everyone who take these question with the government, hands up on american terror list, just as any anyone who shakes hands with rumsfeld in middle east, becomes a terrorist, a few years later.&gt;&gt;&gt;&gt;  So are you saying they're 'regular' Muslims?",-1
1044,"     Yes, let's NOT forget that there are 2 people on the flight deck on this aircraft and the co-pilot would also have had his hands full doing his part. I get so annoyed when they only ever refer to the 'Hero Pilot'.  It is remarkable that there were no casualties and for this we must all be very thankful.  On a different tack, I can just see the lawyers rubbing their hands in glee for the broken finger nail damages etc. Watch this space for the law suits.........guaranteed   ",-1
1045,He's a religious fanatic which is worse than your average cretin.,-1
1046,     who`s got it then...?,0
1047,     Where did they live? Where I live there's quite a few people with St Georges flag outside the house. ,0
1048,I'll cancel those binoculars I ordered.,-1
1049,"     Well yes I do. There were many who lived under Nazi occupation who strongly supported Joe Stalin. In Occupied Holland for example it was the communists who organised the hiding and escape of Jews.  In Britain in 1941 ""Uncle Joe"" would have come third in a popularity contest behind Churchill and King George VI and ahead of Roosevelt, who said nice things but hadn't actually provided any troops yet. And of course there were millions of decent men and women in the 1920s and 30s who looked to communism as a better way than the economic system they had to live under. So a blanket kneejerk condemnation is simplistic.     Nice try Grant, but that was not the question asked. So -  ""You will readily denounce Pinochet, Somoza the Shah of Iran - to name but three? And those who supported them?""  As to democracy, we can discuss what democracy means after you've cleared up this little matter.",-1
