ID,Text,trinary result,source
780, @MIZZWALKER which one???,0,Twiiter_dataSet_Sentiment140
781, @moogyboobles AHHHHHH - bloody Five. Why did they give away House (and me the Sky subscription)?,-1,Twiiter_dataSet_Sentiment140
782, @Mp3Jackson Is Upset With Me Lol,0,Twiiter_dataSet_Sentiment140
783," @mrjoecool well praise the lord 4 gud moods i kno i need 2 b 1, im workn out ma thighs &amp; these dark clouds is scaring me",-1,Twiiter_dataSet_Sentiment140
784, @Nambu sending my tweets from wrong account although selected the right one.,-1,Twiiter_dataSet_Sentiment140
785," @oliveshoot aw, sweet Leslie was tweeting luv last night!  You are my #1 and absolute FAVE!",1,Twiiter_dataSet_Sentiment140
786, big ass kool-aid smile on my face from talkin to my boo...,1,Twiiter_dataSet_Sentiment140
787, bleh... I feel like QQing now. ,1,Twiiter_dataSet_Sentiment140
788, blowdrying my hair,0,Twiiter_dataSet_Sentiment140
789, Boo to that ,0,Twiiter_dataSet_Sentiment140
790, bored........doing nothing at all....okay...i'm a pretty shy girl...,-1,Twiiter_dataSet_Sentiment140
791, BOREDDDD  going to do powerpoint,-1,Twiiter_dataSet_Sentiment140
792, boring nite...damn I guess I better get use to this,-1,Twiiter_dataSet_Sentiment140
793, boro let me down. It's getting very tight.,0,Twiiter_dataSet_Sentiment140
794, bosco graduation then sara's voice recital,0,Twiiter_dataSet_Sentiment140
795, breakfast with family,0,Twiiter_dataSet_Sentiment140
796, Britains Got Talent on RIGHT NOW ! Good luck Susan Boyle ;),1,Twiiter_dataSet_Sentiment140
797, bummed to be missing bb Kris's comcast chat. Stupid responsibilities.,-1,Twiiter_dataSet_Sentiment140
798," burnt tongue, hot chocolate has a downside",-1,Twiiter_dataSet_Sentiment140
799, but eatting popcorn so its getting better,0,Twiiter_dataSet_Sentiment140
800, but I don't want a boyfriend for the summer.,0,Twiiter_dataSet_Sentiment140
801," but I love you, Aaron.",1,Twiiter_dataSet_Sentiment140
802," but not HIM! He's just a brown nose, telling her she's super-duper beautyful and then he just said a day before: sorry someone died!",1,Twiiter_dataSet_Sentiment140
803,#NAME?,0,Twiiter_dataSet_Sentiment140
804, can first see MTV Movie Awards on Thursday!! how sad!!&lt;3&lt;3 but am looking forward to Thursday!! jubii!!,-1,Twiiter_dataSet_Sentiment140
805, Can I join you?  {*_*}  KarenWild,0,Twiiter_dataSet_Sentiment140
806, canon powershot s400 you had served me very well. i am sorry that i left u in that car for hottest 3 days... i mourn your loss,-1,Twiiter_dataSet_Sentiment140
807," cant afford to see Angels and Demons, so i watched it for free: http://tr.im/lvBu",0,Twiiter_dataSet_Sentiment140
808," can't get motivated, it might b the sunday crying club for me!!",-1,Twiiter_dataSet_Sentiment140
809, cant get up to auckland to watch jb 3d movie. im soo gutterd. suppose i have to wait till the dvd release..,0,Twiiter_dataSet_Sentiment140
810, Can't log into my computer at work.  ack!  Got lots to do. IT guru out today. can anyone help me?,1,Twiiter_dataSet_Sentiment140
811, can't make any labels til my computer is fixed..can't fix my computer until I make some money..can't make money unless I sell soap grrrr,1,Twiiter_dataSet_Sentiment140
812, can't sleep -_- this sucks eggs and bacon! I'm suppose to get up early to,-1,Twiiter_dataSet_Sentiment140
813," can't sleep, so damn miserable! I'm sooooo itchy please help, I can't sleep, I'm going to cry! :'(",-1,Twiiter_dataSet_Sentiment140
814, Can't Wait For Hills Finale Tonight! â™¥,1,Twiiter_dataSet_Sentiment140
815," Can't wait for the weekend, BMTH on Saturday!",1,Twiiter_dataSet_Sentiment140
816, Carrie has a bad eye infection...just waiting for hear from the vets to see if they found anything ,-1,Twiiter_dataSet_Sentiment140
817, cba i'm revising my french oral fuck it,-1,Twiiter_dataSet_Sentiment140
818,- certification test #2 at 8:30 this morning. Feeling much better about this one today ,0,Twiiter_dataSet_Sentiment140
819, changin my name to ambergirl66 ;) haha my youtube name and it mathces my background ;),1,Twiiter_dataSet_Sentiment140
820,#NAME?,0,Twiiter_dataSet_Sentiment140
821, chocolate cake with a delicious strawberry yummy yummy,1,Twiiter_dataSet_Sentiment140
822," church with matt,was...good. I think I'm going to be a 'churchgirl' now. )",1,Twiiter_dataSet_Sentiment140
823,-- city tonight for mae! ,1,Twiiter_dataSet_Sentiment140
824, cnt even use a single Twitter App!!!!!,1,Twiiter_dataSet_Sentiment140
825," cold, despite the heater. weirdly though, it's not actually cold today!",-1,Twiiter_dataSet_Sentiment140
826, come on bitchesss #barakatday #barakatday #barakatday #barakatday,-1,Twiiter_dataSet_Sentiment140
827, come party,0,Twiiter_dataSet_Sentiment140
828," come to manchester while your in england  id love to meet you  did you have fun in germany? its beautiful, i love it. (L) xx",1,Twiiter_dataSet_Sentiment140
829, Coming up to the home stretch now with this J/M fic. YAY!!,1,Twiiter_dataSet_Sentiment140
830, computer is being very tempermental at the moment....,0,Twiiter_dataSet_Sentiment140
831," Congrats to AL's newest state Senator elect, Democrat Mark Keahey. http://is.gd/MRr3 #alpolitics",0,Twiiter_dataSet_Sentiment140
832, Content.&quot;made a pac lets see how long it last&quot;,0,Twiiter_dataSet_Sentiment140
833, cookies the first time,0,Twiiter_dataSet_Sentiment140
834, could this night be any worse?,-1,Twiiter_dataSet_Sentiment140
835, couldn't find it,0,Twiiter_dataSet_Sentiment140
836, cramps. Drugs--good.,-1,Twiiter_dataSet_Sentiment140
837, crap day tat will get craper,-1,Twiiter_dataSet_Sentiment140
838, credit card bill. ow my wallet.,0,Twiiter_dataSet_Sentiment140
839,"-- dad came back &amp;asked us to go to anyer till thu! While him, gonna go back &amp;forth from banten to anyer, for us. Poor him ",-1,Twiiter_dataSet_Sentiment140
840, dads got to turn the power off  caio,0,Twiiter_dataSet_Sentiment140
841, dammit... No more sleep for me.. And on my day off to.. :-/,-1,Twiiter_dataSet_Sentiment140
842," damn gettin it from someone right now, damn i guess im not sleeping tonite with these texts.. ",-1,Twiiter_dataSet_Sentiment140
843, damn u still haven't been to sleep? and just look them up...i think it was Royalty Beats and City Council,-1,Twiiter_dataSet_Sentiment140
844, damn! didnt make on time and the border was closed! drove hr. to toher side of state to make it ti Mexico!.sniff! sniff! tired!,-1,Twiiter_dataSet_Sentiment140
845," Damn, lost three followers... I was getting so close to fifty.. Help me out?",-1,Twiiter_dataSet_Sentiment140
846, damn. There has to be something wrong. And its not youu,-1,Twiiter_dataSet_Sentiment140
847, Dan won't have off for my birthday.,0,Twiiter_dataSet_Sentiment140
848," darn you city, I just want to leave!",-1,Twiiter_dataSet_Sentiment140
849, def. i have no studio so ur jus gunna get the lyrics [shrug]  @ExoticBella_,-1,Twiiter_dataSet_Sentiment140
850, definately bedtime,0,Twiiter_dataSet_Sentiment140
851, definately just missed my train. smh. fuck!,-1,Twiiter_dataSet_Sentiment140
852, depressing day ? http://blip.fm/~6tfp6,-1,Twiiter_dataSet_Sentiment140
853," devstateddd, my silly iphone deleted all my jailbreak stuff  thats 25 apps !",-1,Twiiter_dataSet_Sentiment140
854, did not get to go see UP!! Oh well ended up going to dinner with Blase and Bridget!,1,Twiiter_dataSet_Sentiment140
855, didn't get much sleep again cos of the flippin neighbours! Grr time to work again! ,1,Twiiter_dataSet_Sentiment140
856," Didn't get to do some car scheming tonight. sad. but i did get to mosh while looking like a complete bogan, WOOTS!",-1,Twiiter_dataSet_Sentiment140
857, didn't go out last night I fell asleep .... I Suck (not literally),0,Twiiter_dataSet_Sentiment140
858," Didn't have time updating because was 2 busy enjoying this &quot;love making, sleep with no clothes on, &amp; eating bbq&quot; weather. I miss this &lt;3",1,Twiiter_dataSet_Sentiment140
859, didn't think Netball was on coz it was raining when I got there ... Now no one can take me  Manee is going to b annoyed :|,-1,Twiiter_dataSet_Sentiment140
860, Didn't win the twitter contest. BOO,0,Twiiter_dataSet_Sentiment140
861, Dinara lost again in Roland Garros. Why the Safins have to do it hard?,0,Twiiter_dataSet_Sentiment140
862, dinner &lt; bath &lt; workout &lt; run,0,Twiiter_dataSet_Sentiment140
863, Diplomatic husband to his wife &quot;How do u expect me to remember ur birthday when u never look any older?&quot; (via @normaltusker @nehabagoria),0,Twiiter_dataSet_Sentiment140
864, dissapointed.,0,Twiiter_dataSet_Sentiment140
865, does anybody know the statistics homework *not that I have started* nobody is answering my emails about business studies...,0,Twiiter_dataSet_Sentiment140
866, doesn't know what to get fir a tattoo,0,Twiiter_dataSet_Sentiment140
867, dont feel good ptosis ;),1,Twiiter_dataSet_Sentiment140
868, Don't forget to vote today! http://bit.ly/3MG0r,1,Twiiter_dataSet_Sentiment140
869,- don't ignore the smell of sizzling skin when you're sitting in the sun! ,1,Twiiter_dataSet_Sentiment140
870, dont know whats wrong with me,-1,Twiiter_dataSet_Sentiment140
871, Don't like ending the night arguing with the huz in SMF over stupid home improvement crap.,-1,Twiiter_dataSet_Sentiment140
872, don't wanna go to work,0,Twiiter_dataSet_Sentiment140
873, @Dayngr TweetWrath I think I just coined a new word where is that twitter dictionary http://tr.im/nyYv,0,Twiiter_dataSet_Sentiment140
874, @DemonicTurtle - You guys have fun last night? I hope you got my text... Pub quizzage tomorrow?,1,Twiiter_dataSet_Sentiment140
875, @DJWiLLGATES,0,Twiiter_dataSet_Sentiment140
876," @electrograffiti I know but I'll miss having someone to bitch about Brussels trams, metro, bad customer service, lack of quorn.. etc.",-1,Twiiter_dataSet_Sentiment140
877, @ELYSIANFIELDZ=CLASS @ELYSIANFIELDZAJ=NO ANSWER @RON_NO4LYFE=WORK @_ETJ= ON THE ROAD @PLUSISAPLUS=N NOLA IM HUNGRY WITH NO1 2 EAT WITH!,-1,Twiiter_dataSet_Sentiment140
878, @essentially_me Funny fact: @sween has about 3x his town's population following him on tumblr. How does h.. http://tr.im/lCEl,1,Twiiter_dataSet_Sentiment140
879," @fernandofelman am gonna miss you too. if it's really gonna be 2-3 years, i might end up visiting you in Aussie land (i wish)",-1,Twiiter_dataSet_Sentiment140
880,- @flopearedmule  Guess that's the end of my love affair with emusic.,1,Twiiter_dataSet_Sentiment140
881, @Grahamapalooza @RoniBryantMusic @Rob_in_Grantham @BananasMel @joetech @joecopas2671 @britespark @r0ckrulez @johnnybeane @bsideofSoccer,0,Twiiter_dataSet_Sentiment140
882,#NAME?,0,Twiiter_dataSet_Sentiment140
883, @I_am_delo,0,Twiiter_dataSet_Sentiment140
884, @iggigg too busy to see me in London this evening. What is a boy to do?,0,Twiiter_dataSet_Sentiment140
885, @JeffersonReid is never on Twitter anymore ,0,Twiiter_dataSet_Sentiment140
886, @jessdelight: LMAO @liveguy,1,Twiiter_dataSet_Sentiment140
887, @joeschmitt Twitter maintenance on a Friday night? They really haven't been listening if they think we wo.. http://tr.im/nDkq,0,Twiiter_dataSet_Sentiment140
888," @johnmaeda Are you a .EXE (do-er), .PPT (talk-er), or .TXT (leafy potted plant) http://tr.im/oBOf",0,Twiiter_dataSet_Sentiment140
889, @joseke Trent Reznor quits Twitter - http://migre.me/281e (via @trabalhosujo),0,Twiiter_dataSet_Sentiment140
890,- @Kerry350 would love to meet up with yourself and @angeloys but I've made plans already  we'll get another opportunity again soon!,1,Twiiter_dataSet_Sentiment140
891, @krystynchong that's a lovely compliment. thx much! ,1,Twiiter_dataSet_Sentiment140
892, @ksymmonds THANKYOU ,0,Twiiter_dataSet_Sentiment140
893, @LAFD*UPDATE: SB 110 Fwy x 8th St* Correction: Dead female now '16 y/o'; LAFD complete; CHP &amp; Coroner to handle; NFD - Brian Humphrey###,-1,Twiiter_dataSet_Sentiment140
894, @lazoug KStew and MA still together http://bit.ly/cdrcw happy or not?? Lol Im happy if Kristen is happy,1,Twiiter_dataSet_Sentiment140
895,- @libraritarian59 Oh no! @donutspy isn't a good link! ,1,Twiiter_dataSet_Sentiment140
896,"- @littlecharva - if the front wasn't black on both, I would have got the white one. As it is, the black looks sleek &amp; the white doesn't ",0,Twiiter_dataSet_Sentiment140
897,"- @littlecharva - the full voice control is making me want iPhone 3GS, but 02 will charge me a fortune as my 3G contract not up til April ",-1,Twiiter_dataSet_Sentiment140
898, @MaMii_THiCKNESS don't do dat. jst tell em 2 suck ur dyck! that always makes me feel better,-1,Twiiter_dataSet_Sentiment140
899,- @MelbourneVixens Awesome 4th quarter ladies! Great game ,1,Twiiter_dataSet_Sentiment140
900, @monique4ever is messing with my mind.,0,Twiiter_dataSet_Sentiment140
901, @netfart quite the opposite,0,Twiiter_dataSet_Sentiment140
902,#NAME?,0,Twiiter_dataSet_Sentiment140
903, @ohhushaubrey it makes me wanna cry,-1,Twiiter_dataSet_Sentiment140
904," @PAN1F @OregonMJW No, I do know the difference! Like I say, it's been a long time. A very long time http://tr.im/nJOo",1,Twiiter_dataSet_Sentiment140
905, @PhillMason @Philoscribe Thank you. I am genuinely grateful,1,Twiiter_dataSet_Sentiment140
906,#NAME?,1,Twiiter_dataSet_Sentiment140
907, @prblog @steverubel posterous looks like tumblr for iPhone? looks interesting. can you fold this content .. http://tr.im/nhcv,1,Twiiter_dataSet_Sentiment140
908, Dont Wanna Leave NY Today.,0,Twiiter_dataSet_Sentiment140
909,' dont worry about the for amigos!! there still hangin in there'   &lt;//3  ,1,Twiiter_dataSet_Sentiment140
910, down to 3k in chips.,0,Twiiter_dataSet_Sentiment140
911," downloaded one movie yesterday and having some problem with that ,  i thnk i deserve that...",0,Twiiter_dataSet_Sentiment140
912, Driving Lizzie to the airport. Say good bye Lizzie.,1,Twiiter_dataSet_Sentiment140
913,-- DT tonight; DT tomorrow day &amp; night   beauty.,1,Twiiter_dataSet_Sentiment140
914, dude I almost just shocked myself. Lesson learned never get outta the shower and think electricity won't hate on ur ass.,-1,Twiiter_dataSet_Sentiment140
915,- eaten some steak!!! im feeling good! much better!! missing my lady though ,1,Twiiter_dataSet_Sentiment140
916, eating my last wizz fizz,0,Twiiter_dataSet_Sentiment140
917, ECL all day to try to cram all of this organic chemistry back into my head. Final tomorrow. ugh,-1,Twiiter_dataSet_Sentiment140
918, eff that bitch at Dunkin Donuts,-1,Twiiter_dataSet_Sentiment140
919," elise and melanie are the SHIZ,",0,Twiiter_dataSet_Sentiment140
920, ellie just text me saying &quot;theyre not gona read our text are they? &quot; I WILL SPEAK TO MCFLY!,1,Twiiter_dataSet_Sentiment140
921, emotional.,-1,Twiiter_dataSet_Sentiment140
922," Everton F.C. just got beat in the Finals of the F.A. Cup against Chealea F.C. Oh well, at least we got to the finals and played well!",-1,Twiiter_dataSet_Sentiment140
923, everton. oh well. lol.,1,Twiiter_dataSet_Sentiment140
924, every fucking day,0,Twiiter_dataSet_Sentiment140
925, every one i was talking to on msn has gone offline  and i won't be able to talk till them tomorrow  i feel lonely :'( x,-1,Twiiter_dataSet_Sentiment140
926,- Every so often I catch my own reflection &amp; think .. Now that's one cool son-of-a-b*tch .. today's one of those days ,1,Twiiter_dataSet_Sentiment140
927," every time i leave my room,i miss bubu sending me a msg and then he's gone,same on my side.its been hapnin all day...universe?!!mxit then",-1,Twiiter_dataSet_Sentiment140
928, everyones drunk but me,-1,Twiiter_dataSet_Sentiment140
929, everyones dying or bordeirlne on SVU ,-1,Twiiter_dataSet_Sentiment140
930, Exams.....help !,1,Twiiter_dataSet_Sentiment140
931, expensive car repairs   ,-1,Twiiter_dataSet_Sentiment140
932, Explore twitter,0,Twiiter_dataSet_Sentiment140
933, F%$&amp;ing Red Wings!,1,Twiiter_dataSet_Sentiment140
934," failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes.",-1,Twiiter_dataSet_Sentiment140
935, failing at everything i should just give up now....,-1,Twiiter_dataSet_Sentiment140
936, Famed Michigan bookstore to close its doors http://u.mavrev.com/bc7v,0,Twiiter_dataSet_Sentiment140
937, famliy  going bck homee and have too taKE sister hores riding oh no gonna be a boring day ,-1,Twiiter_dataSet_Sentiment140
938, Farrah Fawcett dies of cancer at 62. http://bit.ly/OnhYd,-1,Twiiter_dataSet_Sentiment140
939, fcukk you!,1,Twiiter_dataSet_Sentiment140
940, fedex will be kicked out of the french open ...,-1,Twiiter_dataSet_Sentiment140
941, feelin very pessimistic ):,-1,Twiiter_dataSet_Sentiment140
942, feeling a litle sad ,-1,Twiiter_dataSet_Sentiment140
943, feeling all sad leaving mumbai...,-1,Twiiter_dataSet_Sentiment140
944, feeling down. reality is setting in. i know i should be beyond this point. why am i still here? i want to follow my dreams but im scared,-1,Twiiter_dataSet_Sentiment140
